id,type,title,channel_or_publisher,url,published,discovered,status,priority,domains,notes
yt-budTmdQfXYU,video,n8n Now Runs My ENTIRE Homelab,@NetworkChuck,https://www.youtube.com/watch?v=budTmdQfXYU,2025-10-03,2026-07-22,L0-discovered,1,,views=999957
yt-GuTcle5edjk,video,you need to learn MCP RIGHT NOW!! (Model Context Protocol),@NetworkChuck,https://www.youtube.com/watch?v=GuTcle5edjk,2025-09-12,2026-07-22,L0-discovered,1,,views=1605919
yt-v477fvbj3rk,video,THIS Is Where the Internet Lives,@NetworkChuck,https://www.youtube.com/watch?v=v477fvbj3rk,2025-09-08,2026-07-22,L0-discovered,2,,views=1464818
yt-Qvx2sVgQ-u0,video,Hacking AI is TOO EASY (this should be illegal),@NetworkChuck,https://www.youtube.com/watch?v=Qvx2sVgQ-u0,2025-08-12,2026-07-22,L0-discovered,1,,views=1263704
yt-ONgECvZNI3o,video,"You NEED to Use n8n RIGHT NOW!! (Free, Local, Private)",@NetworkChuck,https://www.youtube.com/watch?v=ONgECvZNI3o,2025-07-16,2026-07-22,L0-discovered,1,,views=2553060
yt-kxYh9RwLUFw,video,I'm done with the AI hype,@NetworkChuck,https://www.youtube.com/watch?v=kxYh9RwLUFw,2025-07-01,2026-07-22,L0-discovered,2,,views=215103
yt-3BXE0e3QZ4U,video,got AI anxiety? Do this RIGHT NOW!,@NetworkChuck,https://www.youtube.com/watch?v=3BXE0e3QZ4U,2025-06-25,2026-07-22,L0-discovered,2,,views=192745
yt-tTQ4vfCdMYw,video,I went to the LARGEST networking event in the world!,@NetworkChuck,https://www.youtube.com/watch?v=tTQ4vfCdMYw,2025-06-21,2026-07-22,L0-discovered,2,,views=97763
yt-4hkJX7LBdXc,video,I'm worried about Network Engineers.....,@NetworkChuck,https://www.youtube.com/watch?v=4hkJX7LBdXc,2025-06-13,2026-07-22,L0-discovered,2,,views=375756
yt-6P-vjgPx9ww,video,37 INSANE Linux Commands you NEED to Know in 2025,@NetworkChuck,https://www.youtube.com/watch?v=6P-vjgPx9ww,2025-05-22,2026-07-22,L0-discovered,2,,views=375462
yt-6WYBvbn-mgQ,video,Can This Tiny Board Replace Your Entire HomeLab? – Zima Board 2,@NetworkChuck,https://www.youtube.com/watch?v=6WYBvbn-mgQ,2025-04-23,2026-07-22,L0-discovered,1,,views=503421
yt-LQAOeZBdZ2k,video,Saying Goodbye….,@NetworkChuck,https://www.youtube.com/watch?v=LQAOeZBdZ2k,2025-04-18,2026-07-22,L0-discovered,2,,views=142789
yt-TeQDr4DkLYo,video,Why LLMs get dumb (Context Windows Explained),@NetworkChuck,https://www.youtube.com/watch?v=TeQDr4DkLYo,2025-04-09,2026-07-22,L0-discovered,2,,views=195942
yt-cJZnlnT0rPA,video,everyone is putting AI in schools......,@NetworkChuck,https://www.youtube.com/watch?v=cJZnlnT0rPA,2025-04-07,2026-07-22,L0-discovered,2,,views=100815
yt-nQCOTzS5oU0,video,I’m changing how I use AI (Open WebUI + LiteLLM),@NetworkChuck,https://www.youtube.com/watch?v=nQCOTzS5oU0,2025-03-13,2026-07-22,L0-discovered,2,,views=825026
yt-CxTMHw-M0Yg,video,You're going to get Hacked in 2025,@NetworkChuck,https://www.youtube.com/watch?v=CxTMHw-M0Yg,2025-02-28,2026-07-22,L0-discovered,1,,views=420879
yt-sxTNACldK3Y,video,ChatGPT Operator is expensive....use this instead (FREE + Open Source),@NetworkChuck,https://www.youtube.com/watch?v=sxTNACldK3Y,2025-02-21,2026-07-22,L0-discovered,2,,views=667665
yt-Ju0ndy2kwlw,video,I built an AI supercomputer with 5 Mac Studios,@NetworkChuck,https://www.youtube.com/watch?v=Ju0ndy2kwlw,2025-02-17,2026-07-22,L0-discovered,1,,views=2176598
yt-4M7RIbQZ_-w,video,Deep Research.....but Open Source,@NetworkChuck,https://www.youtube.com/watch?v=4M7RIbQZ_-w,2025-02-06,2026-07-22,L0-discovered,2,,views=344142
yt-EXL8mMUXs88,video,Your Remote Desktop SUCKS!! Try this instead (FREE + Open Source),@NetworkChuck,https://www.youtube.com/watch?v=EXL8mMUXs88,2025-02-04,2026-07-22,L0-discovered,1,,views=2504509
yt-7TR-FLWNVHY,video,the ONLY way to run Deepseek...,@NetworkChuck,https://www.youtube.com/watch?v=7TR-FLWNVHY,2025-01-31,2026-07-22,L0-discovered,2,,views=1229853
yt-5xWnmUEi1Qw,video,the hacker’s roadmap (how to get started in IT in 2025),@NetworkChuck,https://www.youtube.com/watch?v=5xWnmUEi1Qw,2025-01-28,2026-07-22,L0-discovered,2,,views=1572348
yt-1lZ3FQSv-wI,video,Access ANY Network (remotely),@NetworkChuck,https://www.youtube.com/watch?v=1lZ3FQSv-wI,2024-12-20,2026-07-22,L0-discovered,2,,views=579515
yt-L4ASwqLZVV0,video,create your own Solana Token...in the terminal (2025 edition),@NetworkChuck,https://www.youtube.com/watch?v=L4ASwqLZVV0,2024-12-18,2026-07-22,L0-discovered,2,,views=230996
yt--49KVplIGDo,video,who is this even for?? (Raspberry Pi 500),@NetworkChuck,https://www.youtube.com/watch?v=-49KVplIGDo,2024-12-10,2026-07-22,L0-discovered,1,,views=294872
yt-fdM1V98iIQI,video,I built a phone system because no one answers me,@NetworkChuck,https://www.youtube.com/watch?v=fdM1V98iIQI,2024-12-09,2026-07-22,L0-discovered,2,,views=735440
yt-dnE7c0ELEH8,video,I started a blog.....in 2024 (why you should too),@NetworkChuck,https://www.youtube.com/watch?v=dnE7c0ELEH8,2024-11-27,2026-07-22,L0-discovered,2,,views=306016
yt-3fg7Ht0DSnE,video,Cloning my Voice Into an AI Assistant,@NetworkChuck,https://www.youtube.com/watch?v=3fg7Ht0DSnE,2024-11-19,2026-07-22,L0-discovered,2,,views=328203
yt-XvbVePuP7NY,video,"my local, AI Voice Assistant (I replaced Alexa!!)",@NetworkChuck,https://www.youtube.com/watch?v=XvbVePuP7NY,2024-11-04,2026-07-22,L0-discovered,2,,views=1484159
yt-k02P5nghmfs,video,your home automation SUCKS!!,@NetworkChuck,https://www.youtube.com/watch?v=k02P5nghmfs,2024-10-25,2026-07-22,L0-discovered,1,,views=1971714
yt-6YHqVbvfMYI,video,so...I put a Time Server in my HomeLab,@NetworkChuck,https://www.youtube.com/watch?v=6YHqVbvfMYI,2024-10-08,2026-07-22,L0-discovered,1,,views=367210
yt-RUqGlWr5LBA,video,18 Weird and Wonderful ways I use Docker,@NetworkChuck,https://www.youtube.com/watch?v=RUqGlWr5LBA,2024-09-25,2026-07-22,L0-discovered,1,,views=873125
yt-AxMWywGFSfs,video,he hacked my websites,@NetworkChuck,https://www.youtube.com/watch?v=AxMWywGFSfs,2024-09-18,2026-07-22,L0-discovered,1,,views=423262
yt-VcqtWsbSbgU,video,Hide your files like a hacker (5 Ways),@NetworkChuck,https://www.youtube.com/watch?v=VcqtWsbSbgU,2024-09-16,2026-07-22,L0-discovered,2,,views=285347
yt-2VvWM6gdDlk,video,I built 24 Websites in 24 Hours,@NetworkChuck,https://www.youtube.com/watch?v=2VvWM6gdDlk,2024-09-11,2026-07-22,L0-discovered,2,,views=83512
yt-6h9sjYm9vTE,video,never leave the terminal,@NetworkChuck,https://www.youtube.com/watch?v=6h9sjYm9vTE,2024-09-06,2026-07-22,L0-discovered,2,,views=196944
yt-Z_QlUyYlUCg,video,IPv6 keeps getting hacked on Windows,@NetworkChuck,https://www.youtube.com/watch?v=Z_QlUyYlUCg,2024-08-30,2026-07-22,L0-discovered,1,,views=249299
yt-NiQTs9DbtW4,video,What is DNS? (and how it makes the Internet work),@NetworkChuck,https://www.youtube.com/watch?v=NiQTs9DbtW4,2024-08-28,2026-07-22,L0-discovered,2,,views=847884
yt-3D6gaawXwfk,video,Using AI to become a Hacker,@NetworkChuck,https://www.youtube.com/watch?v=3D6gaawXwfk,2024-08-15,2026-07-22,L0-discovered,2,,views=239591
yt-qdo5lMR1lX4,video,I forced EVERYONE to use Linux,@NetworkChuck,https://www.youtube.com/watch?v=qdo5lMR1lX4,2024-08-07,2026-07-22,L0-discovered,2,,views=838976
yt-jJrnJ9rj6fs,video,"the FrankeNAS - (Raspberry Pi, Zima Board, Dell Server, Ugreen) // a CEPH Tutorial",@NetworkChuck,https://www.youtube.com/watch?v=jJrnJ9rj6fs,2024-07-26,2026-07-22,L0-discovered,1,,views=546177
yt-vxTW22y8zV8,video,Linux on Windows......Windows on Linux,@NetworkChuck,https://www.youtube.com/watch?v=vxTW22y8zV8,2024-07-03,2026-07-22,L0-discovered,2,,views=1143082
yt-spoZ2zKnK88,video,Your Cable Management SUCKS!! (Fixing My Server Room),@NetworkChuck,https://www.youtube.com/watch?v=spoZ2zKnK88,2024-06-26,2026-07-22,L0-discovered,2,,views=844304
yt-AaseHnf0k2o,video,RetroPie: A Raspberry Pi Gaming Machine,@NetworkChuck,https://www.youtube.com/watch?v=AaseHnf0k2o,2024-06-11,2026-07-22,L0-discovered,1,,views=1168245
yt-UbDyjIIGaxQ,video,You've been using AI Wrong,@NetworkChuck,https://www.youtube.com/watch?v=UbDyjIIGaxQ,2024-05-28,2026-07-22,L0-discovered,2,,views=732339
yt-aMzdeZ8vGXQ,video,I use this everyday,@NetworkChuck,https://www.youtube.com/watch?v=aMzdeZ8vGXQ,2024-05-17,2026-07-22,L0-discovered,2,,views=189229
yt--2yzXSIuC8o,video,monitor all your stuff RIGHT NOW!!,@NetworkChuck,https://www.youtube.com/watch?v=-2yzXSIuC8o,2024-05-16,2026-07-22,L0-discovered,2,,views=385884
yt-Wjrdr0NU4Sk,video,host ALL your AI locally,@NetworkChuck,https://www.youtube.com/watch?v=Wjrdr0NU4Sk,2024-05-03,2026-07-22,L0-discovered,1,,views=2590167
yt-aEuMRZzqFH8,video,White House says NO DEGREE!!,@NetworkChuck,https://www.youtube.com/watch?v=aEuMRZzqFH8,2024-05-01,2026-07-22,L0-discovered,2,,views=218862
yt-EXfFBEuCAr0,video,"you STILL need a website RIGHT NOW!! (yes, even in 2025)",@NetworkChuck,https://www.youtube.com/watch?v=EXfFBEuCAr0,2024-04-26,2026-07-22,L0-discovered,2,,views=621673
yt-gL4j-a-g9pA,video,60 Hacking Commands You NEED to Know,@NetworkChuck,https://www.youtube.com/watch?v=gL4j-a-g9pA,2024-04-03,2026-07-22,L0-discovered,1,,views=799322
yt-WxYC9-hBM_g,video,Run your own AI (but private),@NetworkChuck,https://www.youtube.com/watch?v=WxYC9-hBM_g,2024-03-12,2026-07-22,L0-discovered,1,,views=2500577
yt-5FhDrux0kCc,video,I ditched my Raspberry Pi for this,@NetworkChuck,https://www.youtube.com/watch?v=5FhDrux0kCc,2024-02-16,2026-07-22,L0-discovered,1,,views=648861
yt-fb69FyW2KLk,video,AI Networking is CRAZY!! (but is it fast enough?),@NetworkChuck,https://www.youtube.com/watch?v=fb69FyW2KLk,2024-02-09,2026-07-22,L0-discovered,2,,views=334386
yt-dZwbb42pdtg,video,3 Levels of WiFi Hacking,@NetworkChuck,https://www.youtube.com/watch?v=dZwbb42pdtg,2024-01-08,2026-07-22,L0-discovered,1,,views=3900066
yt-nTqu6w2wc68,video,you need to learn tmux RIGHT NOW!!,@NetworkChuck,https://www.youtube.com/watch?v=nTqu6w2wc68,2023-12-30,2026-07-22,L0-discovered,1,,views=814003
yt-i3sRSS6fN0g,video,the most secure OS in the world.....I hate it,@NetworkChuck,https://www.youtube.com/watch?v=i3sRSS6fN0g,2023-12-23,2026-07-22,L0-discovered,2,,views=883754
yt-JJ0St6OmTp0,video,Google is forcing you to use their proxy (build your own instead),@NetworkChuck,https://www.youtube.com/watch?v=JJ0St6OmTp0,2023-11-22,2026-07-22,L0-discovered,2,,views=742368
yt-CurcakgurRE,video,Put your website on the Dark Web,@NetworkChuck,https://www.youtube.com/watch?v=CurcakgurRE,2023-11-01,2026-07-22,L0-discovered,2,,views=311596
yt-tBnJRraXDc0,video,The Dark Web NEEDS You!,@NetworkChuck,https://www.youtube.com/watch?v=tBnJRraXDc0,2023-10-30,2026-07-22,L0-discovered,2,,views=506701
yt-083-46NVMd8,video,My SECRET Server Room Project,@NetworkChuck,https://www.youtube.com/watch?v=083-46NVMd8,2023-10-02,2026-07-22,L0-discovered,2,,views=570897
yt-U2-JPqrALsA,video,How To Access the DARK WEB in 2024 (3 Levels),@NetworkChuck,https://www.youtube.com/watch?v=U2-JPqrALsA,2023-09-30,2026-07-22,L0-discovered,1,,views=7588931
yt-jsKqQvFk7Sk,video,the Raspberry Pi 5,@NetworkChuck,https://www.youtube.com/watch?v=jsKqQvFk7Sk,2023-09-28,2026-07-22,L0-discovered,1,,views=1449556
yt-qHe4mlhuNt4,video,Hacking the world’s most popular database,@NetworkChuck,https://www.youtube.com/watch?v=qHe4mlhuNt4,2023-09-14,2026-07-22,L0-discovered,1,,views=171768
yt-SWyXQfiN_Vo,video,the BIGGEST server project they've ever done!! (45Drives),@NetworkChuck,https://www.youtube.com/watch?v=SWyXQfiN_Vo,2023-09-07,2026-07-22,L0-discovered,2,,views=164341
yt-poDIT2ruQ9M,video,how did I NOT know about this?,@NetworkChuck,https://www.youtube.com/watch?v=poDIT2ruQ9M,2023-08-30,2026-07-22,L0-discovered,2,,views=1017230
yt-OD2vG5st4zI,video,Do you STILL suck at subnetting?? (THE FINAL TEST) // EP 9,@NetworkChuck,https://www.youtube.com/watch?v=OD2vG5st4zI,2023-08-23,2026-07-22,L0-discovered,2,,views=337417
yt-Y_coOg6oHAc,video,the TOP 10 hottest IT Jobs in 2023,@NetworkChuck,https://www.youtube.com/watch?v=Y_coOg6oHAc,2023-08-15,2026-07-22,L0-discovered,2,,views=813984
yt-6zopTcQFhqM,video,Subnetting…..but in reverse,@NetworkChuck,https://www.youtube.com/watch?v=6zopTcQFhqM,2023-07-21,2026-07-22,L0-discovered,2,,views=281101
yt-3CaG2GI1kn0,video,you need this FREE CyberSecurity tool,@NetworkChuck,https://www.youtube.com/watch?v=3CaG2GI1kn0,2023-07-19,2026-07-22,L0-discovered,2,,views=1739183
yt-0kk6k-VdllM,video,intro to cloud hacking (leaky buckets),@NetworkChuck,https://www.youtube.com/watch?v=0kk6k-VdllM,2023-07-10,2026-07-22,L0-discovered,1,,views=151179
yt-L26Xq7m0uQ0,video,how to HACK a password // Windows Edition,@NetworkChuck,https://www.youtube.com/watch?v=L26Xq7m0uQ0,2023-06-30,2026-07-22,L0-discovered,1,,views=2079096
yt-X1CM3rZwGn8,video,you NEED to learn Windows RIGHT NOW!!,@NetworkChuck,https://www.youtube.com/watch?v=X1CM3rZwGn8,2023-06-28,2026-07-22,L0-discovered,1,,views=537368
yt-xBIowQ0WaR8,video,build your own cloud,@NetworkChuck,https://www.youtube.com/watch?v=xBIowQ0WaR8,2023-06-19,2026-07-22,L0-discovered,1,,views=2827705
yt-B1vqKQIPxr0,video,subnetting my coffee shop,@NetworkChuck,https://www.youtube.com/watch?v=B1vqKQIPxr0,2023-05-19,2026-07-22,L0-discovered,2,,views=648507
yt-pQrM5L6C-FQ,video,"CPU, GPU…..DPU?",@NetworkChuck,https://www.youtube.com/watch?v=pQrM5L6C-FQ,2023-05-05,2026-07-22,L0-discovered,2,,views=1090466
yt-IYmXPF3XUwo,video,the END of VPNs?!,@NetworkChuck,https://www.youtube.com/watch?v=IYmXPF3XUwo,2023-04-28,2026-07-22,L0-discovered,2,,views=1551795
yt-jAfQvMxcokI,video,stop giving your passwords to hackers,@NetworkChuck,https://www.youtube.com/watch?v=jAfQvMxcokI,2023-03-31,2026-07-22,L0-discovered,2,,views=379404
yt-Kq0BMVhbFkA,video,host your own HelpDesk,@NetworkChuck,https://www.youtube.com/watch?v=Kq0BMVhbFkA,2023-03-30,2026-07-22,L0-discovered,2,,views=332306
yt-799uhYUxtvA,video,build your own browser (crazy SECURE),@NetworkChuck,https://www.youtube.com/watch?v=799uhYUxtvA,2023-03-29,2026-07-22,L0-discovered,2,,views=358329
yt-prVHU1fLR20,video,30 Windows Commands you CAN’T live without,@NetworkChuck,https://www.youtube.com/watch?v=prVHU1fLR20,2023-03-27,2026-07-22,L0-discovered,1,,views=2919572
yt-km81ph7pZz8,video,3 HACKING gadgets you have to TRY!!,@NetworkChuck,https://www.youtube.com/watch?v=km81ph7pZz8,2023-03-10,2026-07-22,L0-discovered,1,,views=2252085
yt-NDlQrK_QAzY,video,the most SECURE browser!! (testing it with malware),@NetworkChuck,https://www.youtube.com/watch?v=NDlQrK_QAzY,2023-03-04,2026-07-22,L0-discovered,2,,views=772009
yt-JJCq21Dc-Us,video,"You NEED to learn Machine Learning, RIGHT NOW!!",@NetworkChuck,https://www.youtube.com/watch?v=JJCq21Dc-Us,2023-03-01,2026-07-22,L0-discovered,1,,views=717569
yt-fR_D_KIAYrE,video,why are TUPLES even a thing?,@NetworkChuck,https://www.youtube.com/watch?v=fR_D_KIAYrE,2023-02-23,2026-07-22,L0-discovered,2,,views=267732
yt-InnFUrE73tU,video,The Best PC I Have Ever Built!,@NetworkChuck,https://www.youtube.com/watch?v=InnFUrE73tU,2023-01-26,2026-07-22,L0-discovered,2,,views=248902
yt-KA_KPmTxPSg,video,i almost quit youtube,@NetworkChuck,https://www.youtube.com/watch?v=KA_KPmTxPSg,2023-01-13,2026-07-22,L0-discovered,2,,views=500253
yt-WRe46LISkTw,video,ChatGPT will make you better,@NetworkChuck,https://www.youtube.com/watch?v=WRe46LISkTw,2023-01-11,2026-07-22,L0-discovered,2,,views=917640
yt-uTAaFExLgwQ,video,the hacker’s roadmap (how to get started in IT in 2023),@NetworkChuck,https://www.youtube.com/watch?v=uTAaFExLgwQ,2023-01-05,2026-07-22,L0-discovered,1,,views=2442788
yt-1ZfO149BJvg,video,you NEED to use VS Code RIGHT NOW!!,@NetworkChuck,https://www.youtube.com/watch?v=1ZfO149BJvg,2022-12-23,2026-07-22,L0-discovered,2,,views=638332
yt-ey4u7OUAF3c,video,EXPOSE your home network to the INTERNET!! (it's safe),@NetworkChuck,https://www.youtube.com/watch?v=ey4u7OUAF3c,2022-12-14,2026-07-22,L0-discovered,2,,views=991017
yt-DbF96IHOZig,video,you need to monitor your stuff RIGHT NOW!! (free),@NetworkChuck,https://www.youtube.com/watch?v=DbF96IHOZig,2022-12-07,2026-07-22,L0-discovered,2,,views=532283
yt-tHBUxYGthYg,video,level up and learn to hack | top Black Friday deals,@NetworkChuck,https://www.youtube.com/watch?v=tHBUxYGthYg,2022-11-23,2026-07-22,L0-discovered,1,,views=139631
yt-qOrlYzqXPa8,video,50 macOS Tips and Tricks Using Terminal (the last one is CRAZY!),@NetworkChuck,https://www.youtube.com/watch?v=qOrlYzqXPa8,2022-11-21,2026-07-22,L0-discovered,2,,views=990512
yt-gd7BXuUQ91w,video,60 Linux Commands you NEED to know (in 10 minutes),@NetworkChuck,https://www.youtube.com/watch?v=gd7BXuUQ91w,2022-11-16,2026-07-22,L0-discovered,1,,views=2492528
yt-GH6O3oBZLK8,video,subdomain takeover (stealing websites),@NetworkChuck,https://www.youtube.com/watch?v=GH6O3oBZLK8,2022-11-14,2026-07-22,L0-discovered,2,,views=229279
yt-B2V_8M9cjYw,video,Block ALL ads with this…(and speed up your internet),@NetworkChuck,https://www.youtube.com/watch?v=B2V_8M9cjYw,2022-11-07,2026-07-22,L0-discovered,2,,views=1443867
yt-6rpTjEpvUtc,video,i automated my home lab (and CLOUD) with Ansible,@NetworkChuck,https://www.youtube.com/watch?v=6rpTjEpvUtc,2022-11-01,2026-07-22,L0-discovered,2,,views=288352
yt-X2YH-XyqyXE,video,I Built a HAUNTED HOUSE with Raspberry Pi,@NetworkChuck,https://www.youtube.com/watch?v=X2YH-XyqyXE,2022-10-31,2026-07-22,L0-discovered,1,,views=125991
yt-sLkdtjJc6mc,video,i hacked this photo,@NetworkChuck,https://www.youtube.com/watch?v=sLkdtjJc6mc,2022-10-21,2026-07-22,L0-discovered,1,,views=348709
yt-ZSADD1nYD5Y,video,the challenge is over.,@NetworkChuck,https://www.youtube.com/watch?v=ZSADD1nYD5Y,2022-10-07,2026-07-22,L0-discovered,2,,views=104721
yt-2OPVViV-GQk,video,SQL Injections are scary!! (hacking tutorial for beginners),@NetworkChuck,https://www.youtube.com/watch?v=2OPVViV-GQk,2022-10-05,2026-07-22,L0-discovered,1,,views=2035750
yt-Jfvg3CS1X3A,video,40 Windows Commands you NEED to know (in 10 Minutes),@NetworkChuck,https://www.youtube.com/watch?v=Jfvg3CS1X3A,2022-09-30,2026-07-22,L0-discovered,1,,views=4298763
yt-iX0HbrfRyvc,video,learning Docker is HARD!! (this makes it easy),@NetworkChuck,https://www.youtube.com/watch?v=iX0HbrfRyvc,2022-09-23,2026-07-22,L0-discovered,1,,views=404879
yt-mJ_5qeqGOaI,video,let’s subnet your home network // You SUCK at subnetting // EP 6,@NetworkChuck,https://www.youtube.com/watch?v=mJ_5qeqGOaI,2022-09-09,2026-07-22,L0-discovered,2,,views=929689
yt-DM65_JyGxCo,video,Docker Compose will BLOW your MIND!! (a tutorial),@NetworkChuck,https://www.youtube.com/watch?v=DM65_JyGxCo,2022-08-31,2026-07-22,L0-discovered,1,,views=890400
yt-u2M_V5LtzpQ,video,How YouTubers Get Hacked,@NetworkChuck,https://www.youtube.com/watch?v=u2M_V5LtzpQ,2022-08-30,2026-07-22,L0-discovered,1,,views=598045
yt-5aYpkLfkgRE,video,build a meme Python website (Flask Tutorial for Beginners),@NetworkChuck,https://www.youtube.com/watch?v=5aYpkLfkgRE,2022-08-29,2026-07-22,L0-discovered,2,,views=675598
yt-nW9M0MQinfg,video,a BASH script PUSH-UP counter (for #gains ),@NetworkChuck,https://www.youtube.com/watch?v=nW9M0MQinfg,2022-08-24,2026-07-22,L0-discovered,2,,views=193856
yt-xiUTqnI6xk8,video,you need to learn SQL RIGHT NOW!! (SQL Tutorial for Beginners),@NetworkChuck,https://www.youtube.com/watch?v=xiUTqnI6xk8,2022-08-17,2026-07-22,L0-discovered,1,,views=2036853
yt-NeIrWXIj1m4,video,the 30 Day Cert Challenge,@NetworkChuck,https://www.youtube.com/watch?v=NeIrWXIj1m4,2022-08-10,2026-07-22,L0-discovered,2,,views=245372
yt-e2h_BreIxaQ,video,HACK your way into a job (no experience required),@NetworkChuck,https://www.youtube.com/watch?v=e2h_BreIxaQ,2022-08-08,2026-07-22,L0-discovered,1,,views=396846
yt-bKFMS5C4CG0,video,Docker networking is CRAZY!! (you NEED to learn it),@NetworkChuck,https://www.youtube.com/watch?v=bKFMS5C4CG0,2022-08-06,2026-07-22,L0-discovered,1,,views=2165745
yt-mYCyZgAv_zE,video,find HIDDEN urls!! (subdomain enumeration hacking) // ft. HakLuke,@NetworkChuck,https://www.youtube.com/watch?v=mYCyZgAv_zE,2022-07-25,2026-07-22,L0-discovered,3,,views=274352
yt-oZGZRtaGyG8,video,What is a Subnet Mask??? (you NEED to know it!!),@NetworkChuck,https://www.youtube.com/watch?v=oZGZRtaGyG8,2022-07-19,2026-07-22,L0-discovered,2,,views=687064
yt-ifT6npY39Dw,video,ditch Google!! (build your own PRIVATE search engine),@NetworkChuck,https://www.youtube.com/watch?v=ifT6npY39Dw,2022-07-01,2026-07-22,L0-discovered,2,,views=1059689
